Key,English,Japanese,SChinese,TChinese
GuesserOneMeetingShortSetting,Multiple hits in one meeting,1会議に複数回打てる,正义的赌怪能否在一次会议中多次猜测,正義的賭怪能否在一次會議中多次猜測
GuesserShortMaxCountSetting,Number of times you can hit,打てる回数,正义的赌怪最大可猜测次数,正義的賭怪最大可猜測次數
EvilGuesserName,Evil Guesser,イビルゲッサー,邪恶的赌怪,邪惡的賭怪
EvilGuesserTitle1,Guess the position of the camp other than Impostor.,インポスター以外の陣営の役職を当てよう,刺杀其他玩家,刺殺其他玩家
EvilGuesserTitle2,He dies from the one who named the roll.,迂闊に名乗ればあの世行き,赌博的本质就是疯狂,太過高調將會死於他人之手
EvilGuesserDescription,During the meeting，you can kill the target by guessing the target's role and then designating the target to be killed.\nIf you misfire，you commit suicide.\nSuppress the crew from declaring role. Sometimes，you can prevent your crewmates from giving out information by killing them.\nDead men do not have mouths to feed.,会議中、対象の役職を推測して指定し討つ事で対象を殺せます。誤射した場合は自殺します。\nクルーメイトの役職カミングアウトを抑制しましょう。時には討って情報を出される事を阻止しましょう。\n死人に口なし。,邪恶的赌怪可以在会议阶段通过正确猜测一名玩家的职业来击杀那名玩家。\n若猜测错误，邪恶的赌怪自杀。\n邪恶的赌怪可以击杀身份亮明的好人，并及时封锁他们的信息。\n只有死人能保守秘密。,在會議中猜測目標職業，當職業猜中時對象遭狙殺，反之則自殺。\n削減已暴露的強力船員陣營或中立陣營的數量，並在必要時，阻止情報遭洩漏。\n「只有死人不會開口。」
EvilGuesserOneMeetingShortSetting,Multiple hits in one meeting,1会議に複数回打てる,邪恶的赌怪能否在一次会议中多次猜测,邪惡的賭怪能否在一次會議中多次猜測
EvilGuesserShortMaxCountSetting,Number of times you can hit,打てる最大数,邪恶的赌怪最大可猜测次数,邪惡的賭怪最大可猜測次數
EvilGuesserCanCrewShotSetting,You Can hit Crewmates,クルーメイトを打てる,邪恶的赌怪可以猜测“船员”,邪惡的賭怪可以猜測船員陣營職業
NextPage,Next Page,次のページへ,下一页,下一頁
PreviousPage,Previous Page,前のページへ,上一页,上一頁
VultureName,Vulture,ヴァルチャー,秃鹫,禿鷲
VultureTitle1,Let's eat a corpse.,死体を食べよう,吞噬尸体获得胜利,吞噬屍體獲得勝利
VultureDescription,By consuming a predetermined number of corpses，you achieve victory. \nThe direction of the corpses can be indicated by arrows based on the settings. Let's feast and devour them endlessly.,死体を設定数食べることにより勝利します。設定により死体の方向を表す矢印が表示する事ができます。\n食べて、食べて、食べまくりましょう。・・・ごちそうさまでした。,秃鹫吃掉指定数量的尸体就可以获胜。根据房间设置，秃鹫可以通过箭头确认尸体位置。\n让飞船变成血肉的狂宴吧。,吃掉指定數量的屍體來獲得勝利。\n根據設定，可以顯示指向屍體的箭頭。\n屍體我來了！吃到飽！
VultureCooldownSetting,Corpse cooldown,死体クールダウン,秃鹫技能冷却,禿鷲技能冷卻時間
VultureDeadBodyCountSetting,Victory corpse count,勝利死体数,秃鹫胜利所需吞噬尸体数,禿鷲勝利所需吞食屍體數
VultureShowArrowsSetting,Show arrows pointing to dead bodies,死体を指す矢印を表示する,秃鹫可见指向尸体的箭头,禿鷲可見指向屍體的箭頭
VultureButtonName,Eat,食らう,吞噬,吞食
NiceScientistName,Nice Scientist,ナイスサイエンティスト,正义的隐身人,正義的隱身人
NiceScientistTitle1,Turn invisible and find the bodies!,透明になって死体を発見しよう,通过隐身来找寻尸体,透明化以找尋屍體
NiceScientistTitle2,Use the power of science to win!,科学の力で勝利しよう,隐身，很神奇吧,利用科學的力量勝利吧！
NiceScientistCooldownSetting,Cool Time,クールタイム,技能冷却,技能冷卻時間
NiceScientistDurationSetting,Duration Time,継続時間,技能持续时间,技能持續時間
ScientistButtonName,Hide,隠れる,隐身,隱身
ClergymanName,Clergyman,聖職者,牧师,牧師
ClergymanTitle1,Let's sabotage the outsider.,人外の妨害をしよう,妨碍内鬼行动,妨礙內鬼行動
ClergymanTitle2,Let's obstruct the outsider's view.,人外の視界を妨害しよう,让内鬼们也尝尝黑暗的滋味,讓內鬼們也嘗嘗黑暗的滋味
ClergymanCooldownSetting,Cool Time,クールタイム,牧师技能冷却,牧師技能冷卻時間
ClergymanDurationTimeSetting,Duration Time,継続時間,牧师技能持续时间,牧師技能持續時間
ClergymanDownVisionSetting,Impostor Down Vision.,実行時の視界,牧师技能持续时间内的内鬼视野,牧師技能持續時間內的內鬼視野
ClergymanLightOutButtonName,Light Down,ライトダウン,咏唱,咏唱
ClergymanLightOutMessage,The Clergyman is blocking my view!,聖職者が視界を妨害しています！,牧师正在破坏你的视野,牧師正在破壞你的視野
MadmateName,Madmate,マッドメイト,叛徒,叛徒
MadmateTitle1,Let's help the Impostor.,インポスターを助けよう,帮助内鬼获得胜利,幫助內鬼獲得勝利
MadmateDescription,The decision is in the Crewmate camp but he is a companion of the Impostor.\nIf the Impostor wins the Madmate can also win.,判定はクルーメイト陣営ですが、インポスターの仲間です。\nインポスターが勝利すると、マッドメイトも勝利できます。,叛徒属于船员阵营，但是其为内鬼的同伙。\n内鬼获胜则叛徒一同获胜。,叛徒屬於船員陣營，但是其為內鬼的同伴。\n內鬼獲勝則叛徒一同獲勝。
MadmateIsCheckImpostorSetting,Do you have the capacity for fanaticism?,狂信能力を有するか,叛徒是否能确认内鬼玩家,叛徒是否能確認內鬼玩家
IsSettingNumberOfUniqueTasks,Do you want to set a unique number of tasks required to trigger an ability?,能力発動に必要なタスク数を固有で設定するか,发动能力是否需要完成指定数量的任务,發動能力是否需要達到指定的任務量
IsParcentageForTaskTrigger,Is the number of tasks required to trigger the capability a percentage of the total number of tasks?,能力発動に必要なタスク数を総タスク数に対する割合にするか。,发动能力需要完成的任务数是否用总任务的百分比表示,發動能力是否需要達到指定的任務數量比例
ParcentageForTaskTriggerSetting,Amount of tasks that will be able to be checked (Percentage of total tasks),能力が発動するタスク量(全タスクに対する割合),确认身份需要完成的任务量,確認身份需要完成的任務量
TaskTriggerAbilityTaskNumber,Number of tasks required to activate fanaticism capability,能力の発動に必要なタスク数,发动能力需要完成的任务数,發動能力需要完成的任務量
UnitPieces,pieces,個,个,個
MadmateUseVentSetting,Use Vent,ベントに入れる,可以进入管道,可以進入管道
MadmateVentMoveSetting,Move Vent,ベントで動ける,叛徒可以使用管道,叛徒可以使用管道
MadmateImpostorLightSetting,Impostor Light,インポスターの視界,拥有内鬼视野,擁有內鬼視野
BaitName,Bait,ベイト,诱饵,誘餌
BaitTitle1,Bait your enemies,相手に通報させよう,诱骗你的敌人,我是陽光開朗大男孩！
BaitDescription,If you are killed you can force the person who killed you to report you.,自分がキルされると、キルしてきた相手に強制的に通報させることができます。,诱饵被杀死，则杀死诱饵的凶手将会在指定时间后强制报告诱饵的尸体。,誘餌被殺死則殺死誘餌的兇手將會在指定時間後強制報告誘餌的屍體。
BaitReportTimeSetting,Report Time,通報までの時間,诱饵被杀后的强制报告延迟,誘餌被殺後的強制報告延遲
HomeSecurityGuardName,Home Security Guard,自宅警備員,家里蹲,家裡蹲
HomeSecurityGuardTitle1,Guard My Home,自分たちの家を守ろう,我是尼特我自豪,我是尼特我驕傲
HomeSecurityGuardDescription,It is a Crewmate with no tasks.,タスクがないクルーメイトです。,家里蹲属于船员阵营，不需要做任务。,家裡蹲屬於船員陣營，不需要做任務。
StuntManName,Stunt Man,スタントマン,杂技演员,特技演員
StuntManTitle1,Guard Impostor Kill,インポスターのキルを防ごう,躲避内鬼的攻击,躲避內鬼的攻擊
StuntManDescription,It can prevent a set number of kills unconditionally.\nIf a kill is prevented a text will appear in the meeting stating that you were protected by a guardian angel.,無条件で設定回数だけキルを防げます。\nキルを防いだ場合、会議に守護天使に守られたというのテキストが表示されます。,杂技演员可以防止若干次对自己的击杀，但是不会收到提醒。\n如果一次行动阶段中杂技演员用这种方式防止了击杀，\n那轮会议阶段开始时杂技演员将收到自己被守护天使保护了的信息。,特技演員可以防止若干次對自己的擊殺，但是不會收到提醒。\n如果在一次行動階段中特技演員用這種方式防止了擊殺，\n那輪會議階段開始時特技演員將收到自己被守護天使保護了的資訊。
StuntManGuardMaxCountSetting,Guard Max Count,ガードできる回数,杂技演员可以躲避击杀的次数,雜技演員可以躲避擊殺的次數
MovingName,Moving,ムービング,正义的魔术师,正義的魔術師
MovingTitle1,Let's run away from the Impostor.,インポスターから逃げよう,利用传送避免被内鬼杀害,利用傳送避免被內鬼殺害
MovingCooldownSetting,Teleportation Cool Time,テレポートクールタイム,技能冷却,技能冷卻時間
MovingButtonSetName,Location Set,場所セット,标记,標記
MovingButtonTpName,Teleport,テレポート,瞬移,順移
QuarreledName,Quarreled,クラード,福音天使,冤家兄弟
QuarreledDescription,Teams of two.\nIf both players die，they win the game alone.\nIf they commit suicide，they cannot win alone.\nLet's make up in the next life.\n,二人一組の陣営です。\n二人とも死亡すると単独勝利勝利します。\n自殺した場合単独勝利できなくなります。\n来世で仲直りしよう。,福音天使两人一组。\n两名福音天使全部死亡，则福音天使单独获胜。\n若有福音天使是自杀而死，则两名玩家不能用福音天使的胜利条件获胜。\n“因为罪恶的声音在主面前甚大，主差我们来，要毁灭这地方”,當你和你的冤家皆死亡時，你們將獨自獲勝。\n如果你們自殺，你們將無法獨自獲勝。\n讓我們在來世中和好吧。
